title,country,genre,director,year
Земля без хлеба,Испания,Документальный фильм,Луис Бунюэль,1933
Зелёные коты,Эстония,комедия,Андрес Пуустусмаа,2017
Зелёные береты (фильм),США,боевик,Джон Уэйн,1968
Зелёные огни,СССР,"социальная драма, мелодрама, экранизация",Сергей Сплошнов,1955
Зелёные пальцы,Великобритания,Комедия,,2001
Зелёная шапка,Китай,драма,Лю Фэньдоу,2004
Зелёные мясники,Дания,Чёрная комедия,Андерс Томас Йенсен,2003
Зелёная перчатка,Франция,криминальная,Рудольф Мате,1952
Зелёная музыкальная шкатулка,Япония,музыкальный,Умэцугу Иноуэ,1955
"Зелёная комната (фильм, 1978)",Франция,драма,Франсуа Трюффо,1978
"Зелёная комната (фильм, 2015)",США,экшн,Джереми Солнье,2015
Зелёная миля (фильм),США,фэнтезийная драма,Фрэнк Дарабонт,1999
Зелёная книга (фильм),США,комедийная драма,Питер Фаррелли,2018
"Зелёная карета (фильм, 2015)",Россия,драма,Олег Асадулин,2015
"Зелёная карета (фильм, 1967)",СССР,мелодрама,Ян Фрид,1967
Зелёная Кобра,ФРГ,драма,Вернер Херцог,1987
Зелёная змея,Гонконг,драма,Цуй Харк,1993
Зелёная волна (фильм),Германия,документальный фильм,Али Самади Ахади,2010
Зелёная граница,Польша,драматический фильм,Агнешка Холланд,2023
Зелёная богиня,США,драматический фильм,Альфред Грин,1930
Зёйдер-Зе (фильм),Нидерланды,документальный фильм,Йорис Ивенс,1930
Зевс и Роксана,США,комедия,Джордж Т. Миллер,1997
Здравствуйте! Я продюсер Вуди Аллена,,комедия,Никола Деорсола,2016
"Здравствуйте, меня зовут лесбиянка",Дания,Документальный фильм,,2009
Зедер — голоса с того света,Италия,фильм ужасов,Пупи Авати,1983
Зелёный — цвет опасности (фильм),Великобритания,Детектив,,1946
"Здравствуйте, меня зовут Дорис",США,Комедия-драма,,2015
